City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
164,Ermelo,ZA,2021-04-04 16:59:33,-26.5333,29.9833,61.72,43,5,5.3,clear sky
165,Nishihara,JP,2021-04-04 16:59:33,26.1842,127.7558,66.2,72,75,19.57,broken clouds
166,Maniitsoq,GL,2021-04-04 16:59:34,65.4167,-52.9,32.22,97,100,33.08,snow
167,Xiuyan,CN,2021-04-04 16:59:34,40.2928,123.2744,42.44,37,0,2.86,clear sky
168,Ambilobe,MG,2021-04-04 16:59:34,-13.2,49.05,76.33,89,62,2.24,broken clouds
169,Okhotsk,RU,2021-04-04 16:59:35,59.3833,143.3,18.55,97,100,2.71,overcast clouds
170,Goma,CD,2021-04-04 16:59:35,-1.6792,29.2228,69.8,64,75,13.8,light rain
171,Mayo,US,2021-04-04 16:59:36,38.8876,-76.5119,64.4,36,1,13.8,clear sky
172,Santa Isabel Do Rio Negro,BR,2021-04-04 16:59:36,-0.4139,-65.0192,84.45,75,74,4.9,heavy intensity rain
173,Barth,DE,2021-04-04 16:59:36,54.3635,12.7249,46.0,76,75,16.11,broken clouds
174,Suntar,RU,2021-04-04 16:59:37,62.1444,117.6319,-10.86,100,91,4.05,overcast clouds
175,Namibe,AO,2021-04-04 16:58:24,-15.1961,12.1522,78.94,85,100,13.58,overcast clouds
176,Mount Gambier,AU,2021-04-04 16:57:50,-37.8333,140.7667,57.2,72,15,8.05,few clouds
177,Soyo,AO,2021-04-04 16:59:37,-6.1349,12.3689,81.23,80,95,11.52,overcast clouds
178,Baruun-Urt,MN,2021-04-04 16:59:38,46.6806,113.2792,37.11,25,0,6.89,clear sky
179,Kuryk,KZ,2021-04-04 16:57:35,43.2,51.65,51.78,66,2,4.12,clear sky
180,Kerrobert,CA,2021-04-04 16:59:38,51.9168,-109.1348,53.6,37,75,16.11,broken clouds
181,Ponta Do Sol,PT,2021-04-04 16:59:38,32.6667,-17.1,64.4,63,75,4.61,broken clouds
182,Gawler,AU,2021-04-04 16:55:25,-34.6,138.7333,62.01,78,0,7.0,clear sky
183,Kruisfontein,ZA,2021-04-04 16:59:39,-34.0033,24.7314,66.99,78,2,8.01,clear sky
184,Sorland,NO,2021-04-04 16:59:40,67.667,12.6934,33.8,60,40,13.8,scattered clouds
185,Ahuimanu,US,2021-04-04 16:59:40,21.4447,-157.8378,69.8,88,90,18.41,light rain
186,Clyde River,CA,2021-04-04 16:59:40,70.4692,-68.5914,-11.2,84,1,3.44,clear sky
187,Namatanai,PG,2021-04-04 16:59:40,-3.6667,152.4333,77.86,85,98,6.58,moderate rain
188,Oyem,GA,2021-04-04 16:59:41,1.5995,11.5793,78.01,69,100,2.68,overcast clouds
189,Pangoa,PE,2021-04-04 16:59:41,-12.1167,-73.0,84.63,49,97,2.37,overcast clouds
190,Santo Tomas,PH,2021-04-04 16:59:42,14.1079,121.1414,82.4,69,20,10.36,few clouds
191,Umm Lajj,SA,2021-04-04 16:59:42,25.0213,37.2685,74.88,59,1,11.83,clear sky
192,Kokopo,PG,2021-04-04 16:59:43,-4.352,152.2633,76.55,83,100,3.49,light rain
193,Salalah,OM,2021-04-04 16:59:43,17.0151,54.0924,82.4,78,0,3.44,clear sky
194,Adre,TD,2021-04-04 16:59:43,13.4667,22.2,86.58,11,92,12.77,overcast clouds
195,Bethel,US,2021-04-04 16:59:44,41.3712,-73.414,55.0,26,75,3.44,broken clouds
196,Selikhino,RU,2021-04-04 16:59:44,50.3672,137.4996,30.29,58,2,1.97,clear sky
197,Abu Samrah,SY,2021-04-04 16:59:44,35.3029,37.1841,56.03,66,8,9.19,clear sky
198,Berlevag,NO,2021-04-04 16:59:45,70.8578,29.0864,33.8,93,75,28.77,light rain
199,Maldonado,UY,2021-04-04 16:59:45,-34.6667,-54.9167,79.0,69,40,10.36,scattered clouds
200,Hofn,IS,2021-04-04 16:57:48,64.2539,-15.2082,18.16,57,65,23.15,broken clouds
201,Puerto Ayora,EC,2021-04-04 16:59:45,-0.7393,-90.3518,80.6,78,20,9.22,few clouds
202,Kudahuvadhoo,MV,2021-04-04 16:59:46,2.6708,72.8944,83.86,73,35,13.53,scattered clouds
203,Georgetown,MY,2021-04-04 16:58:59,5.4112,100.3354,84.99,89,20,4.38,heavy intensity rain
204,Aswan,EG,2021-04-04 16:59:46,24.0934,32.907,77.23,6,0,11.32,clear sky
205,Aden,YE,2021-04-04 16:55:42,12.7794,45.0367,81.52,59,11,5.95,few clouds
206,Pleasant Point,NZ,2021-04-04 16:59:47,-44.2667,171.1333,72.0,22,67,15.99,broken clouds
207,Monywa,MM,2021-04-04 16:59:47,22.1167,95.1333,79.7,48,74,10.74,broken clouds
208,Tagusao,PH,2021-04-04 16:59:47,9.1924,117.8141,79.68,82,93,4.23,overcast clouds
209,Carnarvon,AU,2021-04-04 16:57:55,-24.8667,113.6333,78.8,73,34,17.27,scattered clouds
